,Year,Station Name,State,rain_sum
550,1998,MARABA ,PA,1727.8999999999992
551,1998,MATUPA ,MT,947.0
552,1998,MONTE ALEGRE ,PA,1483.9999999999998
553,1998,NOVA XAV  XAVANTINA  ,MT,1628.1000000000004
554,1998,OBIDOS ,PA,1482.1999999999996
555,1998,PADRE RICARDO REMETTER ,MT,1035.5
556,1998,PALMAS ,TO,1481.2000000000007
557,1998,PARINTINS ,AM,2335.500000000001
558,1998,PEDRO AFONSO ,TO,1705.8000000000004
559,1998,PEIXE ,TO,1139.3000000000006
560,1998,PORTO DE MOZ ,PA,2196.9999999999986
561,1998,PORTO NACIONAL ,TO,1106.3000000000002
562,1998,POXOREO ,MT,1683.000000000001
563,1998,RIO BRANCO ,AC,2296.1000000000004
564,1998,RONDONOPOLIS ,MT,835.1000000000001
565,1998,S G DA CACHOEIRA UAUPES  ,AM,3062.6
566,1998,SAO JOSE DO RIO CLARO ,MT,299.4999999999999
567,1998,SAO LUIS ,MA,1459.7999999999997
568,1998,SOURE ,PA,2863.199999999999
569,1998,TAGUATINGA ,TO,1118.3
570,1998,TARAUACA ,AC,1969.8999999999996
571,1998,TEFE ,AM,2012.1999999999996
572,1998,TRACUATEUA ,PA,2105.5999999999985
573,1998,TURIACU ,MA,1802.4000000000003
574,1998,ZE DOCA ,MA,1870.5000000000007
575,1999,ALTAMIRA ,PA,2242.8999999999996
576,1999,ALTO PARNAIBA ,MA,1472.3999999999996
577,1999,ARAGUAINA ,TO,2147.7
578,1999,BACABAL ,MA,2115.2000000000007
579,1999,BALSAS ,MA,1555.3000000000002
580,1999,BARCELOS ,AM,2445.8999999999996
581,1999,BARRA DO CORDA ,MA,1182.4000000000003
582,1999,BELEM ,PA,2680.1999999999994
583,1999,BELTERRA ,PA,2106.4000000000005
584,1999,BENJAMIN CONSTANT ,AM,2886.8999999999987
585,1999,BOA VISTA ,RR,2051.1000000000004
586,1999,BREVES ,PA,1965.0000000000005
587,1999,CACERES ,MT,1092.0
588,1999,CAMETA ,PA,2804.9999999999986
589,1999,CANARANA ,MT,1742.600000000001
590,1999,CARACARAI ,RR,2066.800000000002
591,1999,CAROLINA ,MA,1543.2
592,1999,CAXIAS ,MA,1821.799999999999
593,1999,CHAPADINHA ,MA,1697.3999999999999
594,1999,COARI ,AM,2429.2
595,1999,CODAJAS ,AM,2869.1999999999985
596,1999,COLINAS ,MA,1556.5000000000011
597,1999,CONCEICAO DO ARAGUAIA ,PA,1560.2000000000003
598,1999,CRUZEIRO DO SUL ,AC,2664.999999999999
599,1999,CUIABA ,MT,1611.8000000000004
600,1999,DIAMANTINO ,MT,1720.699999999999
601,1999,EIRUNEPE ,AM,2388.9000000000015
602,1999,FONTE BOA ,AM,2850.9999999999995
603,1999,GLEBA CELESTE ,MT,2119.7999999999997
604,1999,IAUARETE ,AM,3674.799999999999
605,1999,IMPERATRIZ ,MA,1007.5000000000002
606,1999,ITACOATIARA ,AM,2987.699999999999
607,1999,ITAITUBA ,PA,2164.099999999999
608,1999,LABREA ,AM,2269.399999999999
609,1999,MACAPA ,AP,2707.2999999999997
610,1999,MANAUS ,AM,2620.2999999999997
611,1999,MANICORE ,AM,2469.800000000001
612,1999,MARABA ,PA,2022.9999999999998
613,1999,MATUPA ,MT,323.6
614,1999,MONTE ALEGRE ,PA,2124.800000000001
615,1999,NOVA XAV  XAVANTINA  ,MT,1389.399999999999
616,1999,OBIDOS ,PA,1828.0
617,1999,PADRE RICARDO REMETTER ,MT,1239.1000000000001
618,1999,PALMAS ,TO,2280.6000000000004
619,1999,PARINTINS ,AM,3547.7999999999975
620,1999,PEDRO AFONSO ,TO,1683.4999999999998
621,1999,PEIXE ,TO,1530.7999999999997
622,1999,PORTO DE MOZ ,PA,2177.3000000000006
623,1999,PORTO NACIONAL ,TO,1606.1
624,1999,POXOREO ,MT,767.8000000000002
625,1999,RIO BRANCO ,AC,2182.2000000000003
626,1999,RONDONOPOLIS ,MT,837.7
627,1999,S G DA CACHOEIRA UAUPES  ,AM,3193.899999999999
628,1999,SAO JOSE DO RIO CLARO ,MT,1123.6
629,1999,SAO LUIS ,MA,2366.1999999999994
630,1999,SOURE ,PA,3322.7
631,1999,TAGUATINGA ,TO,1541.1999999999998
632,1999,TARAUACA ,AC,2377.7000000000007
633,1999,TEFE ,AM,2581.6
634,1999,TRACUATEUA ,PA,2486.099999999999
635,1999,TUCURUI ,PA,2701.0000000000005
636,1999,TURIACU ,MA,2365.200000000001
637,1999,ZE DOCA ,MA,2284.6
638,2000,ALTAMIRA ,PA,2523.899999999999
639,2000,ALTO PARNAIBA ,MA,1314.3000000000004
640,2000,ARAGUAINA ,TO,2023.2
641,2000,BACABAL ,MA,1956.1
642,2000,BALSAS ,MA,1425.5
643,2000,BARCELOS ,AM,2408.8999999999987
644,2000,BARRA DO CORDA ,MA,1442.3999999999987
645,2000,BELEM ,PA,3352.1
646,2000,BELTERRA ,PA,2239.599999999999
647,2000,BENJAMIN CONSTANT ,AM,2446.400000000001
648,2000,BOA VISTA ,RR,1933.5
649,2000,BREVES ,PA,2889.7999999999997
650,2000,CACERES ,MT,1130.8999999999996
651,2000,CAMETA ,PA,3218.3999999999974
652,2000,CANARANA ,MT,1922.5
653,2000,CARACARAI ,RR,2323.0
654,2000,CAROLINA ,MA,1985.6000000000006
655,2000,CAXIAS ,MA,1522.5999999999997
656,2000,CHAPADINHA ,MA,1951.1
657,2000,COARI ,AM,2536.999999999999
658,2000,CODAJAS ,AM,2931.5
659,2000,COLINAS ,MA,1520.3999999999996
660,2000,CONCEICAO DO ARAGUAIA ,PA,2370.100000000002
661,2000,CRUZEIRO DO SUL ,AC,2314.5000000000014
662,2000,CUIABA ,MT,1248.9999999999995
663,2000,DIAMANTINO ,MT,1735.8999999999999
664,2000,EIRUNEPE ,AM,2696.800000000002
665,2000,FONTE BOA ,AM,2493.4000000000005
666,2000,GLEBA CELESTE ,MT,1896.7000000000014
667,2000,IAUARETE ,AM,4023.2999999999997
668,2000,IMPERATRIZ ,MA,498.50000000000006
669,2000,ITACOATIARA ,AM,2638.7999999999993
670,2000,ITAITUBA ,PA,2386.500000000001
671,2000,LABREA ,AM,2206.2
672,2000,MACAPA ,AP,2701.7999999999997
673,2000,MANAUS ,AM,2599.6000000000013
674,2000,MANICORE ,AM,2608.500000000001
675,2000,MARABA ,PA,1734.9000000000003
676,2000,MATUPA ,MT,1966.2
677,2000,MONTE ALEGRE ,PA,2180.0000000000005
678,2000,NOVA XAV  XAVANTINA  ,MT,1364.8
679,2000,OBIDOS ,PA,2221.8000000000006
680,2000,PADRE RICARDO REMETTER ,MT,674.5
681,2000,PALMAS ,TO,2205.999999999999
682,2000,PARINTINS ,AM,2750.4000000000015
683,2000,PEDRO AFONSO ,TO,1532.8000000000004
684,2000,PEIXE ,TO,2048.2000000000003
685,2000,PORTO DE MOZ ,PA,2722.3
686,2000,PORTO NACIONAL ,TO,1935.5000000000007
687,2000,POXOREO ,MT,1353.6
688,2000,RIO BRANCO ,AC,1703.5
689,2000,RONDONOPOLIS ,MT,294.2999999999999
690,2000,S G DA CACHOEIRA UAUPES  ,AM,3330.500000000002
691,2000,SAO JOSE DO RIO CLARO ,MT,1707.8000000000002
692,2000,SAO LUIS ,MA,2765.1999999999966
693,2000,SOURE ,PA,3758.499999999999
694,2000,TAGUATINGA ,TO,1502.6999999999991
695,2000,TARAUACA ,AC,1970.8999999999994
696,2000,TEFE ,AM,2748.1000000000026
697,2000,TRACUATEUA ,PA,2785.3
698,2000,TUCURUI ,PA,2567.5000000000005
699,2000,TURIACU ,MA,2393.2999999999993
700,2000,ZE DOCA ,MA,1889.4000000000017
701,2001,ALTAMIRA ,PA,2091.6000000000004
702,2001,ALTO PARNAIBA ,MA,1093.3000000000004
703,2001,ARAGUAINA ,TO,1706.7
704,2001,BACABAL ,MA,1870.8
705,2001,BALSAS ,MA,1133.5
706,2001,BARCELOS ,AM,2153.3999999999996
707,2001,BARRA DO CORDA ,MA,1045.5999999999997
708,2001,BELEM ,PA,3304.2000000000016
709,2001,BELTERRA ,PA,1749.3999999999999
710,2001,BENJAMIN CONSTANT ,AM,3050.600000000001
711,2001,BOA VISTA ,RR,1325.2999999999997
712,2001,BREVES ,PA,2432.2000000000003
713,2001,CACERES ,MT,1291.7
714,2001,CAMETA ,PA,2393.2999999999993
715,2001,CANARANA ,MT,1496.8000000000002
716,2001,CARACARAI ,RR,1646.0000000000007
717,2001,CAROLINA ,MA,1616.0999999999995
718,2001,CAXIAS ,MA,1455.600000000001
719,2001,CHAPADINHA ,MA,1748.8999999999996
720,2001,COARI ,AM,2191.199999999999
721,2001,CODAJAS ,AM,2921.0999999999976
722,2001,COLINAS ,MA,1249.8000000000004
723,2001,CONCEICAO DO ARAGUAIA ,PA,1782.1
724,2001,CRUZEIRO DO SUL ,AC,1934.9000000000008
725,2001,CUIABA ,MT,1225.8000000000004
726,2001,DIAMANTINO ,MT,2029.9999999999993
727,2001,EIRUNEPE ,AM,3127.200000000001
728,2001,FONTE BOA ,AM,2567.800000000002
729,2001,GLEBA CELESTE ,MT,1479.1999999999996
730,2001,IAUARETE ,AM,3401.5
731,2001,IMPERATRIZ ,MA,1437.4000000000005
732,2001,ITACOATIARA ,AM,2244.800000000001
733,2001,ITAITUBA ,PA,1778.9999999999986
734,2001,LABREA ,AM,2582.4
735,2001,MACAPA ,AP,2113.8000000000006
736,2001,MANAUS ,AM,1798.3999999999996
737,2001,MANICORE ,AM,2613.9999999999986
738,2001,MARABA ,PA,1756.9
739,2001,MATUPA ,MT,1830.1
740,2001,MONTE ALEGRE ,PA,1578.0000000000005
741,2001,NOVA XAV  XAVANTINA  ,MT,1314.2
742,2001,OBIDOS ,PA,1881.2000000000012
743,2001,PADRE RICARDO REMETTER ,MT,1086.4999999999998
744,2001,PALMAS ,TO,2171.4999999999995
745,2001,PARINTINS ,AM,2889.7
746,2001,PEDRO AFONSO ,TO,1598.1999999999996
747,2001,PEIXE ,TO,1132.9999999999995
748,2001,PORTO DE MOZ ,PA,2078.499999999999
749,2001,PORTO NACIONAL ,TO,1485.8000000000004
750,2001,POXOREO ,MT,2179.0
751,2001,RIO BRANCO ,AC,1926.9
752,2001,RONDONOPOLIS ,MT,1136.7000000000003
753,2001,S G DA CACHOEIRA UAUPES  ,AM,2614.099999999998
754,2001,SAO JOSE DO RIO CLARO ,MT,1711.3999999999996
755,2001,SAO LUIS ,MA,2479.6000000000013
756,2001,SOURE ,PA,2430.899999999998
757,2001,TAGUATINGA ,TO,1701.2000000000003
758,2001,TARAUACA ,AC,2108.0000000000005
759,2001,TEFE ,AM,2627.3999999999987
760,2001,TRACUATEUA ,PA,2481.4
761,2001,TUCURUI ,PA,3116.999999999999
762,2001,TURIACU ,MA,2330.599999999999
763,2001,ZE DOCA ,MA,1882.8
764,2002,ALTAMIRA ,PA,2189.2999999999984
765,2002,ALTO PARNAIBA ,MA,1435.2999999999993
766,2002,ARAGUAINA ,TO,1630.2999999999995
767,2002,BACABAL ,MA,1934.3999999999983
768,2002,BALSAS ,MA,1425.0000000000007
769,2002,BARCELOS ,AM,2426.6
770,2002,BARRA DO CORDA ,MA,1049.5000000000007
771,2002,BELEM ,PA,2856.0000000000014
772,2002,BELTERRA ,PA,1752.5999999999985
773,2002,BENJAMIN CONSTANT ,AM,2958.9999999999995
774,2002,BOA VISTA ,RR,1615.5000000000005
775,2002,BREVES ,PA,2297.1000000000017
776,2002,CACERES ,MT,973.9000000000002
777,2002,CAMETA ,PA,2472.3
778,2002,CANARANA ,MT,1649.1999999999998
779,2002,CARACARAI ,RR,2024.2000000000012
780,2002,CAROLINA ,MA,1650.400000000001
781,2002,CAXIAS ,MA,1526.3999999999996
782,2002,CHAPADINHA ,MA,1495.0999999999995
783,2002,COARI ,AM,2737.299999999999
784,2002,CODAJAS ,AM,3207.000000000002
785,2002,COLINAS ,MA,1321.0000000000002
786,2002,CONCEICAO DO ARAGUAIA ,PA,1561.6000000000004
787,2002,CRUZEIRO DO SUL ,AC,1983.6000000000004
788,2002,CUIABA ,MT,1172.4999999999998
789,2002,DIAMANTINO ,MT,1786.0
790,2002,EIRUNEPE ,AM,2791.2000000000003
791,2002,FONTE BOA ,AM,2720.000000000002
792,2002,GLEBA CELESTE ,MT,1352.8000000000002
793,2002,IAUARETE ,AM,4550.100000000001
794,2002,IMPERATRIZ ,MA,1260.1000000000001
795,2002,ITACOATIARA ,AM,2378.2999999999984
796,2002,ITAITUBA ,PA,1723.6000000000006
797,2002,LABREA ,AM,2307.1999999999994
798,2002,MACAPA ,AP,2488.1000000000004
799,2002,MANAUS ,AM,2322.0999999999995
800,2002,MANICORE ,AM,2618.099999999998
801,2002,MARABA ,PA,1556.3999999999994
802,2002,MATUPA ,MT,1597.2999999999995
803,2002,MONTE ALEGRE ,PA,1669.3999999999999
804,2002,NOVA XAV  XAVANTINA  ,MT,957.5000000000001
805,2002,OBIDOS ,PA,2024.0999999999992
806,2002,PADRE RICARDO REMETTER ,MT,806.4
807,2002,PALMAS ,TO,1696.7999999999995
808,2002,PARINTINS ,AM,2471.8999999999987
809,2002,PEDRO AFONSO ,TO,1666.3999999999999
810,2002,PEIXE ,TO,1528.0000000000002
811,2002,PORTO DE MOZ ,PA,2479.1999999999985
812,2002,PORTO NACIONAL ,TO,1623.9999999999989
813,2002,POXOREO ,MT,1509.3000000000002
814,2002,RIO BRANCO ,AC,1909.9
815,2002,RONDONOPOLIS ,MT,1213.9999999999998
816,2002,S G DA CACHOEIRA UAUPES  ,AM,3412.1000000000004
817,2002,SAO JOSE DO RIO CLARO ,MT,1973.2
818,2002,SAO LUIS ,MA,1888.4000000000008
819,2002,SOURE ,PA,2611.099999999998
820,2002,TAGUATINGA ,TO,1518.2
821,2002,TARAUACA ,AC,2559.4999999999977
822,2002,TEFE ,AM,2252.4999999999995
823,2002,TRACUATEUA ,PA,2172.9000000000005
824,2002,TUCURUI ,PA,2199.4
825,2002,TURIACU ,MA,1854.6999999999998
826,2002,ZE DOCA ,MA,2066.0
827,2003,ALTAMIRA ,PA,2091.900000000002
828,2003,ALTO PARNAIBA ,MA,1181.2
829,2003,ARAGUAINA ,TO,1554.3000000000004
830,2003,BACABAL ,MA,1846.4
831,2003,BALSAS ,MA,1093.9000000000003
832,2003,BARCELOS ,AM,2294.7
833,2003,BARRA DO CORDA ,MA,909.7999999999997
834,2003,BELEM ,PA,2769.400000000001
835,2003,BELTERRA ,PA,1649.2999999999997
836,2003,BENJAMIN CONSTANT ,AM,2897.4000000000005
837,2003,BOA VISTA ,RR,1606.0000000000005
838,2003,BREVES ,PA,2125.699999999998
839,2003,CACERES ,MT,1094.4
840,2003,CAMETA ,PA,2329.599999999999
841,2003,CANARANA ,MT,1636.8999999999999
842,2003,CARACARAI ,RR,1997.5000000000011
843,2003,CAROLINA ,MA,1748.5999999999997
844,2003,CAXIAS ,MA,1278.2
845,2003,CHAPADINHA ,MA,1714.6000000000004
846,2003,COARI ,AM,1861.499999999999
847,2003,CODAJAS ,AM,2400.8999999999983
848,2003,COLINAS ,MA,1251.3999999999994
849,2003,CONCEICAO DO ARAGUAIA ,PA,1642.6
850,2003,CRUZEIRO DO SUL ,AC,2337.8000000000006
851,2003,CUIABA ,MT,1371.6999999999994
852,2003,DIAMANTINO ,MT,2527.599999999998
853,2003,EIRUNEPE ,AM,3037.100000000002
854,2003,FONTE BOA ,AM,1937.6000000000013
855,2003,GLEBA CELESTE ,MT,2023.2000000000005
856,2003,IAUARETE ,AM,3651.099999999999
857,2003,IMPERATRIZ ,MA,1268.9
858,2003,ITACOATIARA ,AM,2130.8
859,2003,ITAITUBA ,PA,1995.5000000000005
860,2003,LABREA ,AM,2664.8
861,2003,MACAPA ,AP,1921.2999999999997
862,2003,MANAUS ,AM,1954.900000000001
863,2003,MANICORE ,AM,2160.099999999999
864,2003,MARABA ,PA,1668.2999999999997
865,2003,MATUPA ,MT,2058.4
866,2003,MONTE ALEGRE ,PA,1949.700000000001
867,2003,NOVA XAV  XAVANTINA  ,MT,1469.6000000000006
868,2003,OBIDOS ,PA,1514.6000000000006
869,2003,PADRE RICARDO REMETTER ,MT,1088.2000000000005
870,2003,PALMAS ,TO,2043.7000000000003
871,2003,PARINTINS ,AM,2233.2999999999997
872,2003,PEDRO AFONSO ,TO,1383.4000000000005
873,2003,PEIXE ,TO,1263.4999999999995
874,2003,PORTO DE MOZ ,PA,2093.3999999999996
875,2003,PORTO NACIONAL ,TO,1273.6999999999996
876,2003,POXOREO ,MT,1928.9999999999998
877,2003,RIO BRANCO ,AC,1797.1
878,2003,RONDONOPOLIS ,MT,1290.0999999999995
879,2003,S G DA CACHOEIRA UAUPES  ,AM,2807.0
880,2003,SAO FELIX DO XINGU ,PA,246.7
881,2003,SAO JOSE DO RIO CLARO ,MT,1478.8999999999996
882,2003,SAO LUIS ,MA,2370.499999999998
883,2003,SOURE ,PA,2518.000000000001
884,2003,TAGUATINGA ,TO,1667.5
885,2003,TARAUACA ,AC,2202.4000000000005
886,2003,TEFE ,AM,2327.5000000000005
887,2003,TRACUATEUA ,PA,2941.0000000000005
888,2003,TUCURUI ,PA,2485.2000000000007
889,2003,TURIACU ,MA,2433.5999999999967
890,2003,ZE DOCA ,MA,1688.0000000000002
891,2004,ALTAMIRA ,PA,2156.2999999999997
892,2004,ALTO PARNAIBA ,MA,1729.8999999999992
893,2004,ARAGUAINA ,TO,1870.0999999999992
894,2004,BACABAL ,MA,1812.099999999999
895,2004,BALSAS ,MA,1482.5000000000007
896,2004,BARCELOS ,AM,2174.5999999999995
897,2004,BARRA DO CORDA ,MA,1438.4999999999995
898,2004,BELEM ,PA,2940.199999999998
899,2004,BELTERRA ,PA,1866.8999999999996
900,2004,BENJAMIN CONSTANT ,AM,2205.200000000001
901,2004,BOA VISTA ,RR,1860.6999999999998
902,2004,BREVES ,PA,2341.5
903,2004,CACERES ,MT,1135.6000000000004
904,2004,CAMETA ,PA,2278.999999999999
905,2004,CANARANA ,MT,2385.8999999999987
906,2004,CARACARAI ,RR,2066.9000000000015
907,2004,CAROLINA ,MA,2004.5000000000002
908,2004,CAXIAS ,MA,1580.199999999999
909,2004,CHAPADINHA ,MA,1829.4
910,2004,COARI ,AM,1796.2000000000003
911,2004,CODAJAS ,AM,2926.0999999999995
912,2004,COLINAS ,MA,1648.8999999999999
913,2004,CONCEICAO DO ARAGUAIA ,PA,1939.0000000000002
914,2004,CRUZEIRO DO SUL ,AC,2160.2999999999997
915,2004,CUIABA ,MT,1176.9999999999998
916,2004,DIAMANTINO ,MT,2184.3999999999996
917,2004,EIRUNEPE ,AM,2181.6000000000035
918,2004,FONTE BOA ,AM,2227.0000000000005
919,2004,GLEBA CELESTE ,MT,1964.000000000001
920,2004,IAUARETE ,AM,2926.9000000000015
921,2004,IMPERATRIZ ,MA,1479.4999999999998
922,2004,ITACOATIARA ,AM,2472.3
923,2004,ITAITUBA ,PA,2064.4
924,2004,LABREA ,AM,1657.5000000000005
925,2004,MACAPA ,AP,2701.2999999999993
926,2004,MANAUS ,AM,2056.9000000000005
927,2004,MANICORE ,AM,1869.6999999999996
928,2004,MARABA ,PA,2240.4000000000005
929,2004,MATUPA ,MT,2202.7000000000007
930,2004,MONTE ALEGRE ,PA,2043.599999999999
931,2004,NOVA XAV  XAVANTINA  ,MT,1766.2
932,2004,OBIDOS ,PA,1797.7999999999993
933,2004,PADRE RICARDO REMETTER ,MT,1170.5
934,2004,PALMAS ,TO,1895.1999999999996
935,2004,PEDRO AFONSO ,TO,1833.2999999999995
936,2004,PEIXE ,TO,1593.4
937,2004,PORTO DE MOZ ,PA,2367.800000000001
938,2004,PORTO NACIONAL ,TO,1499.8000000000006
939,2004,POXOREO ,MT,1669.9999999999998
940,2004,RIO BRANCO ,AC,2090.4
941,2004,RONDONOPOLIS ,MT,1395.8999999999999
942,2004,S G DA CACHOEIRA UAUPES  ,AM,2718.699999999999
943,2004,SAO FELIX DO XINGU ,PA,2034.8000000000002
944,2004,SAO JOSE DO RIO CLARO ,MT,1703.999999999999
945,2004,SAO LUIS ,MA,2496.7999999999993
946,2004,SOURE ,PA,3107.8000000000006
947,2004,TAGUATINGA ,TO,1992.9999999999998
948,2004,TARAUACA ,AC,2719.600000000001
949,2004,TEFE ,AM,2082.999999999999
950,2004,TRACUATEUA ,PA,2588.3000000000006
951,2004,TUCURUI ,PA,1869.4000000000003
952,2004,TURIACU ,MA,2430.6000000000004
953,2004,ZE DOCA ,MA,1865.400000000002
954,2005,ALTAMIRA ,PA,2452.600000000001
955,2005,ALTO PARNAIBA ,MA,1579.3000000000002
956,2005,ARAGUAINA ,TO,1677.9000000000008
957,2005,BACABAL ,MA,1652.0999999999995
958,2005,BALSAS ,MA,1052.8999999999999
959,2005,BARCELOS ,AM,3035.5999999999995
960,2005,BARRA DO CORDA ,MA,1011.0000000000001
961,2005,BELEM ,PA,3528.5
962,2005,BELTERRA ,PA,2034.5999999999988
963,2005,BENJAMIN CONSTANT ,AM,2596.4
964,2005,BOA VISTA ,RR,2140.7999999999993
965,2005,BREVES ,PA,2549.299999999999
966,2005,CACERES ,MT,1199.0999999999995
967,2005,CAMETA ,PA,2631.0
968,2005,CANARANA ,MT,1702.3000000000002
969,2005,CARACARAI ,RR,2149.300000000001
970,2005,CAROLINA ,MA,1831.8000000000004
971,2005,CAXIAS ,MA,1462.1000000000004
972,2005,CHAPADINHA ,MA,1710.8000000000002
973,2005,COARI ,AM,2266.8999999999996
974,2005,CODAJAS ,AM,2646.3999999999996
975,2005,COLINAS ,MA,1368.8999999999999
976,2005,CONCEICAO DO ARAGUAIA ,PA,1673.5000000000011
977,2005,CRUZEIRO DO SUL ,AC,1983.8
978,2005,CUIABA ,MT,966.4999999999998
979,2005,DIAMANTINO ,MT,1876.2999999999995
980,2005,EIRUNEPE ,AM,1012.2000000000004
981,2005,FONTE BOA ,AM,2616.7999999999997
982,2005,GLEBA CELESTE ,MT,1806.4999999999993
983,2005,IAUARETE ,AM,3326.1999999999985
984,2005,IMPERATRIZ ,MA,1400.9
985,2005,ITACOATIARA ,AM,1933.400000000001
986,2005,ITAITUBA ,PA,2030.1
987,2005,LABREA ,AM,1952.5999999999997
988,2005,MACAPA ,AP,2591.4999999999986
989,2005,MANAUS ,AM,2208.1000000000017
990,2005,MANICORE ,AM,1796.9000000000005
991,2005,MARABA ,PA,1563.6000000000004
992,2005,MATUPA ,MT,2182.900000000001
993,2005,MONTE ALEGRE ,PA,2006.4999999999993
994,2005,NOVA XAV  XAVANTINA  ,MT,1314.9999999999998
995,2005,OBIDOS ,PA,2174.1000000000013
996,2005,PADRE RICARDO REMETTER ,MT,1122.1000000000001
997,2005,PALMAS ,TO,1791.6999999999996
998,2005,PARINTINS ,AM,710.8999999999999
999,2005,PEDRO AFONSO ,TO,1862.4
1000,2005,PEIXE ,TO,1404.9000000000003
1001,2005,PORTO DE MOZ ,PA,2880.8
1002,2005,PORTO NACIONAL ,TO,1830.0999999999997
1003,2005,POXOREO ,MT,1491.4000000000003
1004,2005,RIO BRANCO ,AC,1751.7000000000003
1005,2005,RONDONOPOLIS ,MT,1245.5000000000005
1006,2005,S G DA CACHOEIRA UAUPES  ,AM,3115.5999999999995
1007,2005,SAO FELIX DO XINGU ,PA,876.1999999999997
1008,2005,SAO JOSE DO RIO CLARO ,MT,1819.9999999999989
1009,2005,SAO LUIS ,MA,1803.2999999999995
1010,2005,SOURE ,PA,2360.7000000000016
1011,2005,TAGUATINGA ,TO,2229.4999999999995
1012,2005,TARAUACA ,AC,2205.4
1013,2005,TEFE ,AM,2486.599999999998
1014,2005,TRACUATEUA ,PA,1820.3
1015,2005,TUCURUI ,PA,2378.2999999999984
1016,2005,TURIACU ,MA,2232.899999999999
1017,2005,ZE DOCA ,MA,1730.6000000000001
1018,2006,ALTAMIRA ,PA,2740.1000000000017
1019,2006,ALTO PARNAIBA ,MA,1454.0999999999997
1020,2006,ARAGUAINA ,TO,1626.6999999999994
1021,2006,BACABAL ,MA,1921.8999999999999
1022,2006,BALSAS ,MA,1308.8
1023,2006,BARCELOS ,AM,2253.1000000000004
1024,2006,BARRA DO CORDA ,MA,1360.0
1025,2006,BELEM ,PA,3663.799999999999
1026,2006,BELTERRA ,PA,2201.8999999999996
1027,2006,BENJAMIN CONSTANT ,AM,2860.3000000000015
1028,2006,BOA VISTA ,RR,2492.7000000000003
1029,2006,BREVES ,PA,2637.4
1030,2006,CACERES ,MT,1404.1999999999998
1031,2006,CAMETA ,PA,2987.4000000000015
1032,2006,CANARANA ,MT,1699.7999999999993
1033,2006,CARACARAI ,RR,2623.200000000001
1034,2006,CAROLINA ,MA,1700.8999999999996
1035,2006,CAXIAS ,MA,1738.9
1036,2006,CHAPADINHA ,MA,1738.6999999999998
1037,2006,COARI ,AM,2562.2999999999997
1038,2006,CODAJAS ,AM,3174.699999999997
1039,2006,COLINAS ,MA,1531.3999999999999
1040,2006,CONCEICAO DO ARAGUAIA ,PA,1758.7
1041,2006,CRUZEIRO DO SUL ,AC,2061.000000000001
1042,2006,CUIABA ,MT,1517.7000000000003
1043,2006,DIAMANTINO ,MT,1921.5000000000011
1044,2006,EIRUNEPE ,AM,1221.3000000000006
1045,2006,FONTE BOA ,AM,2888.4999999999995
1046,2006,GLEBA CELESTE ,MT,2267.4999999999995
1047,2006,IAUARETE ,AM,2835.1999999999985
1048,2006,IMPERATRIZ ,MA,1890.7999999999997
1049,2006,ITACOATIARA ,AM,2343.7999999999997
1050,2006,ITAITUBA ,PA,2106.699999999999
1051,2006,LABREA ,AM,2052.2000000000003
1052,2006,MACAPA ,AP,2820.0000000000014
1053,2006,MANAUS ,AM,2304.7000000000003
1054,2006,MANICORE ,AM,2630.4000000000005
1055,2006,MARABA ,PA,1790.8000000000006
1056,2006,MATUPA ,MT,2341.0000000000005
1057,2006,MONTE ALEGRE ,PA,1949.1
1058,2006,NOVA XAV  XAVANTINA  ,MT,1858.1000000000004
1059,2006,OBIDOS ,PA,2302.3999999999996
1060,2006,PADRE RICARDO REMETTER ,MT,1376.4
1061,2006,PALMAS ,TO,2149.299999999999
1062,2006,PARINTINS ,AM,2568.199999999999
1063,2006,PEDRO AFONSO ,TO,2091.1
1064,2006,PEIXE ,TO,1442.1000000000001
1065,2006,PORTO DE MOZ ,PA,2417.3
1066,2006,PORTO NACIONAL ,TO,1492.3000000000004
1067,2006,POXOREO ,MT,1879.9000000000003
1068,2006,RIO BRANCO ,AC,2054.6
1069,2006,RONDONOPOLIS ,MT,1527.7
1070,2006,S G DA CACHOEIRA UAUPES  ,AM,3294.1999999999994
1071,2006,SAO FELIX DO XINGU ,PA,696.9
1072,2006,SAO JOSE DO RIO CLARO ,MT,2063.6
1073,2006,SAO LUIS ,MA,2354.2
1074,2006,SOURE ,PA,3109.6
1075,2006,TAGUATINGA ,TO,1851.3999999999996
1076,2006,TARAUACA ,AC,2004.8000000000004
1077,2006,TEFE ,AM,2686.2999999999993
1078,2006,TRACUATEUA ,PA,2139.3
1079,2006,TUCURUI ,PA,2989.5999999999995
1080,2006,TURIACU ,MA,2231.8000000000015
1081,2006,ZE DOCA ,MA,1604.5000000000002
1082,2007,ALTAMIRA ,PA,2124.600000000001
1083,2007,ALTO PARNAIBA ,MA,994.3999999999996
1084,2007,ARAGUAINA ,TO,1356.6999999999996
1085,2007,BACABAL ,MA,1563.5999999999995
1086,2007,BALSAS ,MA,1184.3999999999999
1087,2007,BARCELOS ,AM,2314.7999999999997
1088,2007,BARRA DO CORDA ,MA,896.7000000000003
1089,2007,BELEM ,PA,3286.2000000000003
1090,2007,BELTERRA ,PA,1994.5999999999995
1091,2007,BENJAMIN CONSTANT ,AM,3153.000000000002
1092,2007,BOA VISTA ,RR,2112.7
